,config,n_vars,n_csts,benchmark,network_type,encoding,configuration,timeout,memory_limit,k,encoding_t/o,building_successful,encoding_successful,n_nodes,n_edges,utime,stime,wtime,max_res_set_size,exit_status,signal,encoding_m/o
394,config0,,,web-EPA.edges,webgraph,ilp,0,7200,4000000,6,False,True,False,,,15.23,3.09,0:26,3734128,0,,True
484,config0,,,web-EPA.edges,webgraph,ilp,0,7200,4000000,8,False,True,False,,,16.91,1.5,0:18,3734696,0,,True
572,config0,,,web-EPA.edges,webgraph,ilp,0,7200,4000000,10,False,True,False,,,16.83,1.56,0:18,3734636,0,,True
662,config0,,,web-EPA.edges,webgraph,ilp,0,7200,4000000,12,False,True,False,,,16.36,1.56,0:18,3736264,0,,True
755,config0,,,web-EPA.edges,webgraph,ilp,0,7200,4000000,16,False,True,False,,,16.21,1.52,0:17,3734688,0,,True
34,config0,,,web-edu.mtx,webgraph,ilp,0,7200,4000000,1,False,True,False,,,22.73,1.26,0:24,3592764,0,,True
124,config0,,,web-edu.mtx,webgraph,ilp,0,7200,4000000,2,False,True,False,,,18.25,1.27,0:19,3590388,0,,True
214,config0,,,web-edu.mtx,webgraph,ilp,0,7200,4000000,3,False,True,False,,,18.29,1.2,0:19,3590472,0,,True
306,config0,,,web-edu.mtx,webgraph,ilp,0,7200,4000000,4,False,True,False,,,18.32,1.21,0:19,3592776,0,,True
396,config0,,,web-edu.mtx,webgraph,ilp,0,7200,4000000,6,False,True,False,,,22.81,3.55,0:42,3590616,0,,True
486,config0,,,web-edu.mtx,webgraph,ilp,0,7200,4000000,8,False,True,False,,,22.56,1.6,0:24,3590548,0,,True
574,config0,,,web-edu.mtx,webgraph,ilp,0,7200,4000000,10,False,True,False,,,22.43,1.52,0:24,3590436,0,,True
664,config0,,,web-edu.mtx,webgraph,ilp,0,7200,4000000,12,False,True,False,,,22.5,1.49,0:24,3592900,0,,True
757,config0,,,web-edu.mtx,webgraph,ilp,0,7200,4000000,16,False,True,False,,,22.38,1.53,0:24,3590560,0,,True
35,config0,,,web-indochina-2004.mtx,webgraph,ilp,0,7200,4000000,1,False,True,False,,,44.94,1.78,0:47,3592656,0,,True
125,config0,,,web-indochina-2004.mtx,webgraph,ilp,0,7200,4000000,2,False,True,False,,,43.88,1.76,0:46,3590644,0,,True
215,config0,,,web-indochina-2004.mtx,webgraph,ilp,0,7200,4000000,3,False,True,False,,,42.37,1.6,0:44,3592448,0,,True
307,config0,,,web-indochina-2004.mtx,webgraph,ilp,0,7200,4000000,4,False,True,False,,,40.99,1.53,0:42,3592792,0,,True
397,config0,,,web-indochina-2004.mtx,webgraph,ilp,0,7200,4000000,6,False,True,False,,,38.84,1.41,0:40,3590572,0,,True
487,config0,,,web-indochina-2004.mtx,webgraph,ilp,0,7200,4000000,8,False,True,False,,,37.53,1.47,0:39,3590612,0,,True
575,config0,,,web-indochina-2004.mtx,webgraph,ilp,0,7200,4000000,10,False,True,False,,,43.63,3.75,1:02,3590636,0,,True
665,config0,,,web-indochina-2004.mtx,webgraph,ilp,0,7200,4000000,12,False,True,False,,,43.31,1.51,0:45,3590516,0,,True
758,config0,,,web-indochina-2004.mtx,webgraph,ilp,0,7200,4000000,16,False,True,False,,,42.67,1.57,0:44,3590596,0,,True
33,config0,,,web-spam.mtx,webgraph,ilp,0,7200,4000000,1,False,True,False,,,29.94,1.45,0:32,3589932,0,,True
123,config0,,,web-spam.mtx,webgraph,ilp,0,7200,4000000,2,False,True,False,,,34.6,3.76,0:53,3590276,0,,True
213,config0,,,web-spam.mtx,webgraph,ilp,0,7200,4000000,3,False,True,False,,,34.53,1.55,0:36,3590324,0,,True
305,config0,,,web-spam.mtx,webgraph,ilp,0,7200,4000000,4,False,True,False,,,34.21,1.54,0:36,3592332,0,,True
395,config0,,,web-spam.mtx,webgraph,ilp,0,7200,4000000,6,False,True,False,,,33.88,1.53,0:36,3590000,0,,True
485,config0,,,web-spam.mtx,webgraph,ilp,0,7200,4000000,8,False,True,False,,,34.12,1.55,0:36,3590052,0,,True
573,config0,,,web-spam.mtx,webgraph,ilp,0,7200,4000000,10,False,True,False,,,34.13,1.45,0:36,3592148,0,,True
663,config0,,,web-spam.mtx,webgraph,ilp,0,7200,4000000,12,False,True,False,,,33.56,1.37,0:35,3590308,0,,True
756,config0,,,web-spam.mtx,webgraph,ilp,0,7200,4000000,16,False,True,False,,,32.17,1.41,0:34,3590000,0,,True
36,config0,,,web-webbase-2001.mtx,webgraph,ilp,0,7200,4000000,1,False,True,False,,,32.45,1.45,0:34,3358988,0,,False
126,config0,,,web-webbase-2001.mtx,webgraph,ilp,0,7200,4000000,2,False,True,False,,,30.67,1.54,0:32,3590480,0,,True
216,config0,,,web-webbase-2001.mtx,webgraph,ilp,0,7200,4000000,3,False,True,False,,,30.37,1.46,0:32,3590476,0,,True
308,config0,,,web-webbase-2001.mtx,webgraph,ilp,0,7200,4000000,4,False,True,False,,,30.5,1.56,0:32,3590528,0,,True
398,config0,,,web-webbase-2001.mtx,webgraph,ilp,0,7200,4000000,6,False,True,False,,,29.72,1.52,0:31,3590416,0,,True
488,config0,,,web-webbase-2001.mtx,webgraph,ilp,0,7200,4000000,8,False,True,False,,,29.07,1.42,0:30,3592360,0,,True
576,config0,,,web-webbase-2001.mtx,webgraph,ilp,0,7200,4000000,10,False,True,False,,,28.04,1.32,0:29,3590512,0,,True
666,config0,,,web-webbase-2001.mtx,webgraph,ilp,0,7200,4000000,12,False,True,False,,,30.83,3.83,0:49,3590472,0,,True
759,config0,,,web-webbase-2001.mtx,webgraph,ilp,0,7200,4000000,16,False,True,False,,,30.48,1.56,0:32,3592372,0,,True
184,config1,108.0,154.0,MadridAdj.txt,crime,ilp,1,7200,4000000,3,False,True,True,54.0,226.0,2544.46,1.44,42:58,65712,0,,False
276,config1,,,MadridAdj.txt,crime,ilp,1,7200,4000000,4,True,True,True,,,7199.39,0.18,2:00:43,66416,0,,False
368,config1,,,MadridAdj.txt,crime,ilp,1,7200,4000000,6,True,True,True,,,7199.31,0.18,2:00:43,66068,0,,False
458,config1,,,MadridAdj.txt,crime,ilp,1,7200,4000000,8,True,True,True,,,7199.43,0.16,2:00:39,65244,0,,False
547,config1,,,MadridAdj.txt,crime,ilp,1,7200,4000000,10,True,True,True,,,7199.38,0.18,2:00:41,67500,0,,False
637,config1,,,MadridAdj.txt,crime,ilp,1,7200,4000000,12,True,True,True,,,7199.26,0.18,2:00:40,65968,0,,False
727,config1,,,MadridAdj.txt,crime,ilp,1,7200,4000000,16,True,True,True,,,7199.41,0.17,2:40:43,67784,126,,False
4,config1,20.0,42.0,ParisAdj.txt,crime,ilp,1,7200,4000000,1,False,True,True,10.0,14.0,1.18,0.22,0:01,66000,0,,False
94,config1,20.0,29.0,ParisAdj.txt,crime,ilp,1,7200,4000000,2,False,True,True,10.0,14.0,1.72,0.2,0:01,70412,0,,False
183,config1,20.0,28.0,ParisAdj.txt,crime,ilp,1,7200,4000000,3,False,True,True,10.0,14.0,0.34,0.21,0:00,65780,0,,False
275,config1,20.0,28.0,ParisAdj.txt,crime,ilp,1,7200,4000000,4,False,True,True,10.0,14.0,0.6,0.2,0:00,66208,0,,False
367,config1,20.0,28.0,ParisAdj.txt,crime,ilp,1,7200,4000000,6,False,True,True,10.0,14.0,1.76,0.17,0:02,67020,0,,False
457,config1,20.0,28.0,ParisAdj.txt,crime,ilp,1,7200,4000000,8,False,True,True,10.0,14.0,2.4,0.22,0:07,66420,0,,False
546,config1,20.0,28.0,ParisAdj.txt,crime,ilp,1,7200,4000000,10,False,True,True,10.0,14.0,2.05,1.76,0:10,65444,0,,False
636,config1,20.0,28.0,ParisAdj.txt,crime,ilp,1,7200,4000000,12,False,True,True,10.0,14.0,2.01,0.18,0:02,66912,0,,False
726,config1,20.0,28.0,ParisAdj.txt,crime,ilp,1,7200,4000000,16,False,True,True,10.0,14.0,2.0,0.17,0:02,66256,0,,False
5,config1,28.0,58.0,PhilippineAdj.txt,crime,ilp,1,7200,4000000,1,False,True,True,14.0,51.0,154.2,0.45,1:26,65780,0,,False
95,config1,28.0,82.0,PhilippineAdj.txt,crime,ilp,1,7200,4000000,2,False,True,True,14.0,51.0,1.12,0.16,0:01,66300,0,,False
185,config1,28.0,41.0,PhilippineAdj.txt,crime,ilp,1,7200,4000000,3,False,True,True,14.0,51.0,0.76,0.15,0:01,66504,0,,False
277,config1,28.0,41.0,PhilippineAdj.txt,crime,ilp,1,7200,4000000,4,False,True,True,14.0,51.0,5.19,0.17,0:06,66004,0,,False
369,config1,28.0,41.0,PhilippineAdj.txt,crime,ilp,1,7200,4000000,6,False,True,True,14.0,51.0,104.0,0.18,1:44,66224,0,,False
459,config1,28.0,41.0,PhilippineAdj.txt,crime,ilp,1,7200,4000000,8,False,True,True,14.0,51.0,413.12,0.17,6:55,65944,0,,False
548,config1,28.0,41.0,PhilippineAdj.txt,crime,ilp,1,7200,4000000,10,False,True,True,14.0,51.0,632.26,1.42,10:54,65256,0,,False
638,config1,28.0,41.0,PhilippineAdj.txt,crime,ilp,1,7200,4000000,12,False,True,True,14.0,51.0,703.64,0.19,11:47,67080,0,,False
728,config1,28.0,41.0,PhilippineAdj.txt,crime,ilp,1,7200,4000000,16,False,True,True,14.0,51.0,676.53,0.21,11:20,69220,0,,False
6,config1,78.0,366.0,ZerkaniAdj.txt,crime,ilp,1,7200,4000000,1,False,True,True,39.0,89.0,836.3,0.22,7:01,66964,0,,False
96,config1,78.0,125.0,ZerkaniAdj.txt,crime,ilp,1,7200,4000000,2,False,True,True,39.0,89.0,606.04,0.19,5:06,69332,0,,False
186,config1,78.0,112.0,ZerkaniAdj.txt,crime,ilp,1,7200,4000000,3,False,True,True,39.0,89.0,286.84,0.17,4:53,69524,0,,False
278,config1,,,ZerkaniAdj.txt,crime,ilp,1,7200,4000000,4,True,True,True,,,7199.44,0.15,2:00:37,66724,0,,False
370,config1,,,ZerkaniAdj.txt,crime,ilp,1,7200,4000000,6,True,True,True,,,7198.1,1.47,2:00:58,68692,0,,False
460,config1,,,ZerkaniAdj.txt,crime,ilp,1,7200,4000000,8,True,True,True,,,7199.31,0.29,2:00:46,70208,0,,False
549,config1,,,ZerkaniAdj.txt,crime,ilp,1,7200,4000000,10,True,True,True,,,7198.99,0.58,2:00:47,64436,0,,False
639,config1,,,ZerkaniAdj.txt,crime,ilp,1,7200,4000000,12,True,True,True,,,7199.37,0.21,2:00:38,66612,0,,False
729,config1,,,ZerkaniAdj.txt,crime,ilp,1,7200,4000000,16,True,True,True,,,7199.23,0.37,2:00:43,69548,0,,False
52,config1,,,ca-CondMat.mtx,collaboration,ilp,1,7200,4000000,1,True,True,True,,,7193.9,5.67,2:00:47,278216,0,,False
141,config1,,,ca-CondMat.mtx,collaboration,ilp,1,7200,4000000,2,True,True,True,,,7199.29,0.3,2:03:21,195304,126,,False
415,config1,,,ca-CondMat.mtx,collaboration,ilp,1,7200,4000000,6,True,True,True,,,7191.14,8.45,2:01:10,195324,0,,False
505,config1,,,ca-CondMat.mtx,collaboration,ilp,1,7200,4000000,8,True,True,True,,,7194.97,4.61,2:00:49,195480,0,,False
592,config1,,,ca-CondMat.mtx,collaboration,ilp,1,7200,4000000,10,True,True,True,,,7194.1,5.5,2:00:44,195312,0,,False
683,config1,,,ca-CondMat.mtx,collaboration,ilp,1,7200,4000000,12,True,True,True,,,7193.92,5.67,2:00:45,197008,0,,False
774,config1,,,ca-CondMat.mtx,collaboration,ilp,1,7200,4000000,16,True,True,True,,,7199.27,0.33,2:00:39,197308,0,,False
53,config1,,,ca-Erdos992.mtx,collaboration,ilp,1,7200,4000000,1,True,True,True,,,7199.03,0.56,2:00:51,185984,0,,False
142,config1,,,ca-Erdos992.mtx,collaboration,ilp,1,7200,4000000,2,True,True,True,,,7198.85,0.73,2:00:46,106964,0,,False
231,config1,,,ca-Erdos992.mtx,collaboration,ilp,1,7200,4000000,3,True,True,True,,,7199.12,0.5,2:00:45,107144,0,,False
323,config1,,,ca-Erdos992.mtx,collaboration,ilp,1,7200,4000000,4,True,True,True,,,7199.32,0.28,2:00:40,106928,0,,False
416,config1,,,ca-Erdos992.mtx,collaboration,ilp,1,7200,4000000,6,True,True,True,,,7199.36,0.25,2:04:26,106836,126,,False
684,config1,,,ca-Erdos992.mtx,collaboration,ilp,1,7200,4000000,12,True,True,True,,,7197.58,2.01,2:01:06,108412,0,,False
775,config1,,,ca-Erdos992.mtx,collaboration,ilp,1,7200,4000000,16,True,True,True,,,7199.23,0.35,2:00:47,112916,0,,False
51,config1,,,ca-GrQc.mtx,collaboration,ilp,1,7200,4000000,1,True,True,True,,,7197.27,2.24,2:01:08,204588,0,,False
140,config1,,,ca-GrQc.mtx,collaboration,ilp,1,7200,4000000,2,True,True,True,,,7199.16,0.37,2:00:45,108600,0,,False
230,config1,,,ca-GrQc.mtx,collaboration,ilp,1,7200,4000000,3,True,True,True,,,7198.78,0.81,2:00:47,105524,0,,False
322,config1,,,ca-GrQc.mtx,collaboration,ilp,1,7200,4000000,4,True,True,True,,,7199.12,0.49,2:00:42,107764,0,,False
414,config1,,,ca-GrQc.mtx,collaboration,ilp,1,7200,4000000,6,True,True,True,,,7199.32,0.3,2:00:39,109540,0,,False
504,config1,,,ca-GrQc.mtx,collaboration,ilp,1,7200,4000000,8,True,True,True,,,7199.19,0.38,2:16:11,107588,126,,False
773,config1,,,ca-GrQc.mtx,collaboration,ilp,1,7200,4000000,16,True,True,True,,,7197.6,1.98,2:01:03,105844,0,,False
50,config1,,,ca-citeseer.mtx,collaboration,ilp,1,7200,4000000,1,True,True,True,,,7198.57,0.98,2:10:29,1236260,126,,False
321,config1,,,ca-citeseer.mtx,collaboration,ilp,1,7200,4000000,4,True,True,True,,,7197.26,2.34,2:01:05,1093836,0,,False
413,config1,,,ca-citeseer.mtx,collaboration,ilp,1,7200,4000000,6,True,True,True,,,7198.86,0.71,2:00:47,1097588,0,,False
503,config1,,,ca-citeseer.mtx,collaboration,ilp,1,7200,4000000,8,True,True,True,,,7198.27,1.31,2:00:49,1096640,0,,False
591,config1,,,ca-citeseer.mtx,collaboration,ilp,1,7200,4000000,10,True,True,True,,,7198.64,0.94,2:00:45,1093800,0,,False
682,config1,,,ca-citeseer.mtx,collaboration,ilp,1,7200,4000000,12,True,True,True,,,7198.91,0.7,2:00:43,1095676,0,,False
772,config1,,,ca-citeseer.mtx,collaboration,ilp,1,7200,4000000,16,True,True,True,,,7198.93,0.64,2:16:32,1095628,126,,False
49,config1,,,ca-dblp-2010.mtx,collaboration,ilp,1,7200,4000000,1,True,True,True,,,7198.69,0.81,2:00:48,1058448,0,,False
139,config1,,,ca-dblp-2010.mtx,collaboration,ilp,1,7200,4000000,2,True,True,True,,,7198.89,0.7,2:04:14,1024888,126,,False
412,config1,,,ca-dblp-2010.mtx,collaboration,ilp,1,7200,4000000,6,True,True,True,,,7197.36,2.23,2:01:06,1021140,0,,False
502,config1,,,ca-dblp-2010.mtx,collaboration,ilp,1,7200,4000000,8,True,True,True,,,7198.84,0.7,2:00:48,1023416,0,,False
590,config1,,,ca-dblp-2010.mtx,collaboration,ilp,1,7200,4000000,10,True,True,True,,,7198.56,1.01,2:00:51,1022524,0,,False
681,config1,,,ca-dblp-2010.mtx,collaboration,ilp,1,7200,4000000,12,True,True,True,,,7198.93,0.65,2:00:49,1019724,0,,False
771,config1,,,ca-dblp-2010.mtx,collaboration,ilp,1,7200,4000000,16,True,True,True,,,7199.0,0.6,2:00:48,1020560,0,,False
47,config1,,,ca-netscience.mtx,collaboration,ilp,1,7200,4000000,1,False,True,True,,,0.0,0.01,46:37,3212,0,,False
137,config1,,,ca-netscience.mtx,collaboration,ilp,1,7200,4000000,2,False,True,True,,,0.0,0.01,44:02,3956,0,,False
228,config1,,,ca-netscience.mtx,collaboration,ilp,1,7200,4000000,3,True,True,True,,,7196.97,2.55,2:00:44,95244,0,,False
319,config1,,,ca-netscience.mtx,collaboration,ilp,1,7200,4000000,4,True,True,True,,,7199.31,0.24,2:00:31,91452,0,,False
410,config1,,,ca-netscience.mtx,collaboration,ilp,1,7200,4000000,6,True,True,True,,,7199.33,0.23,2:00:28,90200,0,,False
500,config1,,,ca-netscience.mtx,collaboration,ilp,1,7200,4000000,8,True,True,True,,,7199.31,0.2,2:00:23,93480,0,,False
588,config1,,,ca-netscience.mtx,collaboration,ilp,1,7200,4000000,10,True,True,True,,,7199.21,0.34,2:00:41,91336,0,,False
679,config1,,,ca-netscience.mtx,collaboration,ilp,1,7200,4000000,12,True,True,True,,,7199.23,0.28,2:12:19,90452,126,,False
48,config1,172.0,1092.0,ca-sandi_auths.mtx,collaboration,ilp,1,7200,4000000,1,False,True,True,86.0,124.0,871.65,2.1,7:42,93232,0,,False
138,config1,172.0,308.0,ca-sandi_auths.mtx,collaboration,ilp,1,7200,4000000,2,False,True,True,86.0,124.0,449.48,0.32,4:06,89560,0,,False
229,config1,,,ca-sandi_auths.mtx,collaboration,ilp,1,7200,4000000,3,True,True,True,,,7197.59,1.62,2:00:43,90080,0,,False
320,config1,,,ca-sandi_auths.mtx,collaboration,ilp,1,7200,4000000,4,True,True,True,,,7197.69,1.52,2:00:43,90144,0,,False
411,config1,,,ca-sandi_auths.mtx,collaboration,ilp,1,7200,4000000,6,True,True,True,,,7199.35,0.25,2:00:40,91364,0,,False
501,config1,,,ca-sandi_auths.mtx,collaboration,ilp,1,7200,4000000,8,True,True,True,,,7199.35,0.27,2:00:38,90144,0,,False
589,config1,,,ca-sandi_auths.mtx,collaboration,ilp,1,7200,4000000,10,True,True,True,,,7199.32,0.27,2:00:41,90704,0,,False
680,config1,,,ca-sandi_auths.mtx,collaboration,ilp,1,7200,4000000,12,True,True,True,,,7198.69,0.49,2:02:20,90272,126,,False
770,config1,,,ca-sandi_auths.mtx,collaboration,ilp,1,7200,4000000,16,True,True,True,,,7197.55,2.03,2:01:02,88840,0,,False
10,config1,664.0,22070.0,inf-USAir97.mtx,infrastructure,ilp,1,7200,4000000,1,False,True,True,332.0,2126.0,283.8,0.52,3:18,234596,0,,False
